Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
232575,2020-09-13 09:27:54,4.76942668392406E+018,fraud_Kuhic Inc,grocery_pos,134.2,Andrea,Cruz,F,26572 Hodge Villages Suite 512,Mifflin,PA,17058,40.5553,-77.4001,1909,Mining engineer,1954-08-22,deca147d659127af348a671df3b9e621,1379064474,40.631324,-77.903121,0
432709,2020-12-05 03:04:55,630423337322,fraud_Goodwin-Nitzsche,grocery_pos,354.08,Stephanie,Gill,F,43039 Riley Greens Suite 393,Orient,WA,99160,48.8878,-118.2105,149,Special educational needs teacher,1978-06-21,d47dee65288d6a087cb5a3c72fe1613d,1386212695,49.533242,-117.87987,1
213641,2020-09-04 23:40:41,341283058448499,fraud_Lockman Ltd,grocery_pos,364.21,Mario,Johns,M,62130 Miller Square Suite 785,Brinson,GA,39825,30.9788,-84.7373,1461,"Engineer, broadcasting (operations)",1935-09-08,d6a2134f9c97bca034650da58ecf1990,1378338041,31.460254,-85.455712,1
291576,2020-10-08 20:42:19,6597248210463122,fraud_Murray-Smitham,grocery_pos,300.78,Kyle,Wright,M,610 Samantha Park Suite 149,Whittemore,IA,50598,43.0261,-94.4064,912,Optometrist,1968-05-16,f2f14fe718c197a4bbffcab0413e712e,1381264939,42.081168,-94.540517,1
60081,2020-07-12 11:31:11,6538441737335434,"fraud_Tillman, Dickinson and Labadie",gas_transport,57.95,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,1997-09-22,0456861f7ccaa820d39ee33da204c1cd,1373628671,41.254116,-81.109212,0
184762,2020-08-24 22:46:43,4658490815480264,fraud_Corwin-Gorczany,misc_net,748.26,Tara,Richards,F,4879 Cristina Station,Keisterville,PA,15449,39.9636,-79.7853,184,Systems developer,1945-11-04,12a8e7cc48e41ec56ea3e87a7a8b2f63,1377384403,40.654987,-80.33908,1
190940,2020-08-27 04:52:49,571465035400,fraud_Hudson-Ratke,grocery_pos,84.84,Louis,Fisher,M,45654 Hess Rest,Fort Washakie,WY,82514,43.0048,-108.8964,1645,Freight forwarder,1976-02-26,b207296d80f1d88f2f9a3118524e6565,1377579169,42.606901,-109.471747,0
76377,2020-07-18 01:48:20,2703186189652095,"fraud_Schultz, Simonis and Little",grocery_pos,335.98,Jennifer,Banks,F,561 Perry Cove,Moravian Falls,NC,28654,36.0788,-81.1781,3495,"Psychologist, counselling",1988-03-09,8cf78b08cc2e4908c9446237cc3e8f65,1374112100,36.259574,-82.068909,1
86000,2020-07-20 23:45:28,4874017206859125,fraud_Stark-Koss,home,274.01,Lauren,Williams,F,065 Jones Stravenue,Lake Oswego,OR,97034,45.4093,-122.6847,42817,Planning and development surveyor,1982-05-28,cd05b87c1f22509e7b64d4dab6a3ad49,1374363928,44.510266,-122.022782,1
213745,2020-09-05 01:06:29,4904681492230012,"fraud_Altenwerth, Cartwright and Koss",shopping_net,971.34,Lisa,Lowe,F,574 David Locks Suite 207,Cottekill,NY,12419,41.8467,-74.1038,722,Comptroller,1990-10-19,e659522725fd4367196e3a15bbff92ee,1378343189,42.413119,-73.73497,1
291732,2020-10-08 22:32:09,6597248210463122,fraud_Hickle Group,shopping_pos,798.05,Kyle,Wright,M,610 Samantha Park Suite 149,Whittemore,IA,50598,43.0261,-94.4064,912,Optometrist,1968-05-16,e9989706afb4b7b0b346fd8b69fe6146,1381271529,43.062934,-94.974793,1
464284,2020-12-11 23:19:33,4.56039518159444E+018,fraud_Thompson-Gleason,health_fitness,19.45,Angela,Taylor,F,6343 Ramirez Skyway Apt. 518,Lakeport,CA,95453,39.047,-122.9328,11256,Podiatrist,1972-10-18,bfde75d978bb9905a4a8c87440692a4c,1386803973,39.25188,-122.490946,1
355184,2020-11-05 18:01:08,4302480582202074,fraud_Parker-Kunde,personal_care,1.79,David,Rodriguez,M,821 Solis Points,Muskegon,MI,49440,43.2326,-86.2492,128715,Historic buildings inspector/conservation officer,1995-05-25,e6d0367329609a61a36a9828b6717795,1383674468,42.395656,-86.626298,0
492284,2020-12-17 23:46:50,639046421587,fraud_Kassulke PLC,shopping_net,835.25,Dylan,Bonilla,M,2497 John Motorway Suite 922,Leetsdale,PA,15056,40.5662,-80.2099,1140,"Administrator, education",1986-06-20,ce6f26645fea47870406746d8b901f62,1387324010,41.424378,-80.12758,1
184940,2020-08-24 23:36:22,4658490815480264,fraud_Heller PLC,health_fitness,21.37,Tara,Richards,F,4879 Cristina Station,Keisterville,PA,15449,39.9636,-79.7853,184,Systems developer,1945-11-04,94866824f103baa3294be5a8538b75e1,1377387382,40.297416,-78.980374,1
301032,2020-10-12 20:26:12,38530489946071,fraud_Ziemann-Waters,health_fitness,21.73,Laura,Johns,F,95835 Garcia Rue,Arcadia,SC,29320,34.9572,-81.9916,530,Animal technologist,1989-05-14,55ff2f9989435b5bcd1edd7df3dd3685,1381609572,35.804269,-81.24658,1
257885,2020-09-23 19:28:16,676369110710,"fraud_Monahan, Bogisich and Ledner",misc_pos,7.23,David,Wolfe,M,81261 Garcia Underpass Suite 741,Southfield,MI,48034,42.4969,-83.2911,75830,"Engineer, automotive",1974-12-28,791e82f1b7aa140a96d43da643acd65e,1379964496,41.499752,-84.166871,1
421019,2020-12-01 19:46:17,4926376199189801,fraud_Klein Group,entertainment,73.96,Claire,Davis,F,83685 Matthew Center Suite 870,Cherokee Village,AR,72529,36.3011,-91.5281,4726,Pharmacologist,1977-06-07,0db6ddc4ad7ef2c70c45cc7379ad6cf3,1385927177,36.082724,-91.279446,0
188602,2020-08-25 23:11:24,4.5128284149838E+018,fraud_Runte-Mohr,food_dining,108.56,Monica,Cohen,F,864 Reynolds Plains,Uledi,PA,15484,39.8936,-79.7856,328,Tree surgeon,1983-07-25,9b479c97ed9803de963e05f90e4085b5,1377472284,39.939243,-80.092709,1
278017,2020-10-03 03:14:55,3585052663373890,fraud_Funk Group,grocery_net,17.1,Jeffery,Brown,M,296 Maria Street,West Eaton,NY,13484,42.8546,-75.6605,176,Science writer,1963-12-28,3697f26d5e010de2cad2c462140dd146,1380770095,43.627621,-76.173595,1
384716,2020-11-18 03:59:03,4710792708725663,fraud_Huels-Nolan,gas_transport,12.62,Justin,Bell,M,954 Green Wall,Churubusco,IN,46723,41.229,-85.3244,7692,"Research officer, trade union",1986-12-13,b8d9673e5a3f43f9118c1e28fac0d7d5,1384747143,41.362755,-85.347782,1
309948,2020-10-17 02:48:40,4.95858967158273E+018,fraud_Bailey-Morar,grocery_pos,285.8,Aaron,Pena,M,793 Hooper Tunnel Suite 154,Burke,VA,22015,38.7894,-77.2818,43102,Health visitor,1950-11-27,336e3689b1fb5a042d2fa3605482ef2f,1381978120,38.638158,-76.891253,1
330087,2020-10-25 22:49:56,4740713119940984,"fraud_Stanton, Jakubowski and Baumbach",shopping_net,976.13,Heather,Hines,F,13776 Hicks Plains,Pomona,NY,10970,41.1901,-74.0436,9993,Pensions consultant,1962-10-16,b035c300b4d3f7273611a41f938fd2f4,1382741396,40.912316,-73.912549,1
19392,2020-06-28 06:58:06,3581130339108561,"fraud_Schultz, Simonis and Little",grocery_pos,241.45,Gregory,Wood,M,622 Robert Summit,Akron,OH,44307,41.0695,-81.5488,272134,Call centre manager,1964-03-15,b85e1410861909e7bd3bdd1af343a589,1372402686,40.19583,-81.591419,1
154575,2020-08-14 14:13:12,4755696071492,fraud_Botsford and Sons,home,42.98,Robert,Evans,M,01892 Patricia Vista Apt. 828,Sachse,TX,75048,32.9643,-96.6012,20328,Site engineer,1985-06-20,8b1ad9ce32bca5c154574eb70f8faffe,1376489592,33.712269,-96.753831,0
283640,2020-10-05 11:28:16,4155021259183870,fraud_Kling-Grant,grocery_net,38.46,Renee,Parrish,F,174 Jennifer Meadow Apt. 467,Mountain Park,OK,73559,34.7032,-98.9591,540,Research scientist (life sciences),1983-10-12,af0ba74248aef84c8c6e3571fe096567,1380972496,33.990504,-98.093128,0
238483,2020-09-15 06:48:46,2266735643685262,"fraud_Heller, Gutmann and Zieme",grocery_pos,70.78,Carlos,Chung,M,8957 Russell Key,Grant,AL,35747,34.4959,-86.259,5901,Curator,1972-07-25,c805ebfcb74b4bfebf676e7d00e66448,1379227726,34.362636,-87.071294,0
130345,2020-08-05 12:38:33,4681699462969,fraud_Breitenberg LLC,travel,5.11,Joseph,Gonzalez,M,319 Wendy Fort Suite 179,Murfreesboro,TN,37132,35.8596,-86.421,158701,"Journalist, newspaper",1978-03-06,07d34a7ad39fcee537591ba8b3152add,1375706313,35.901839,-87.153371,0
355870,2020-11-06 03:39:11,38859492057661,"fraud_Schultz, Simonis and Little",grocery_pos,308.77,Edward,Sanchez,M,594 White Dale Suite 530,Malad City,ID,83252,42.1808,-112.262,4154,Nature conservation officer,1962-01-19,cabd218df3c9ca0655f9162e69b5e7e7,1383709151,41.475721,-111.446119,1
81662,2020-07-19 22:05:33,4.42878098379366E+018,"fraud_Reichert, Huels and Hoppe",shopping_net,1040.83,Richard,Waters,M,7683 Natasha Way Apt. 945,Waukesha,WI,53186,42.9993,-88.2196,95015,"Therapist, occupational",1946-01-02,71ba289e95b080d29e8d0cc987fc726d,1374271533,42.513649,-88.337195,1
210127,2020-09-03 02:00:12,6011860238257910,fraud_Gerlach Inc,shopping_net,1.27,Lisa,Mendez,F,44259 Beth Station Suite 215,Lahoma,OK,73754,36.385,-98.0727,1078,"Programme researcher, broadcasting/film/video",1952-07-06,3f93dc547afdc3d08e00368646dec32b,1378173612,36.851804,-97.909617,0
135551,2020-08-07 22:02:43,375082648741747,"fraud_Weber, Thiel and Hammes",kids_pets,21.22,Shannon,Bell,F,2918 David Spurs,Georgetown,MN,56546,47.0999,-96.727,346,"Research officer, trade union",1976-12-14,19cc7bc8eb934c78de48fc8bc4fe8d91,1375912963,48.057439,-97.168901,1
327375,2020-10-24 22:20:33,4883407061576,"fraud_Rowe, Batz and Goodwin",grocery_pos,322.47,Rachel,Williams,F,6386 Bailey Hill Apt. 421,Seattle,WA,98118,47.5412,-122.275,837792,Systems developer,1936-12-23,9b4096f11b62cd5224508a17f19ff6c3,1382653233,48.429622,-123.129855,1
455131,2020-12-09 09:43:05,4969856774088583,fraud_Pouros-Conroy,shopping_pos,5.45,Jacqueline,Prince,F,27823 Andrew Underpass Suite 948,Metairie,LA,70003,29.9975,-90.2146,137067,Advertising account planner,1951-12-04,639b7a93712fa08833cd857a2f3a0fb5,1386582185,29.974669,-89.698644,0
295673,2020-10-10 23:58:22,180048185037117,fraud_Collier LLC,home,49.27,Mary,Wall,F,2481 Mills Lock,Plainfield,NJ,7060,40.6152,-74.415,71485,Leisure centre manager,1974-07-19,1d755bf3e078ccbc2bedc74f7daa6867,1381449502,41.090624,-74.567081,0
470886,2020-12-13 14:39:29,4922710831011201,fraud_Hoppe-Parisian,kids_pets,69.95,Heather,Chase,F,6888 Hicks Stream Suite 954,Manor,PA,15665,40.3359,-79.6607,1472,Public affairs consultant,1941-03-07,c91488bd3b7ca92fa53658b85fd96640,1386945569,40.895631,-80.085263,0
79971,2020-07-19 12:16:57,372509258176510,fraud_Lesch Ltd,shopping_pos,1273.97,Kristen,Hanson,F,26544 Andrea Glen,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,1985-06-18,629cf0d5d73898465eb64f42f4dfea50,1374236217,43.617218,-83.861732,0
70618,2020-07-15 09:17:53,36485887555770,"fraud_Towne, Walker and Borer",grocery_net,82.38,Michael,Gross,M,230 Ryan Tunnel Apt. 025,Fulton,OH,43321,40.4971,-82.8342,267,Facilities manager,2005-01-29,5287e2d50d4877b7c37fb480c0cdcf89,1373879873,41.342521,-82.321499,0
460513,2020-12-10 23:28:04,30273037698427,"fraud_Ferry, Lynch and Kautzer",misc_net,217.2,Andrew,Patterson,M,06959 Stephen Branch Suite 246,Thida,AR,72165,35.5762,-91.4539,111,Careers information officer,2000-06-13,9e3af3a1a5dda0167a434310ad2e60ed,1386718084,34.677195,-92.054018,0
509406,2020-12-21 17:07:12,30273037698427,"fraud_Bahringer, Schoen and Corkery",shopping_pos,211.28,Andrew,Patterson,M,06959 Stephen Branch Suite 246,Thida,AR,72165,35.5762,-91.4539,111,Careers information officer,2000-06-13,07e683d6ee93384b18841826eb7ebb31,1387645632,34.580728,-90.994056,0
278542,2020-10-03 11:56:02,180031190491743,fraud_Murray-Smitham,grocery_pos,219.46,Becky,Mckinney,F,250 Benjamin Hill Apt. 026,Mobile,AL,36617,30.7145,-88.0918,270712,"Surveyor, land/geomatics",1972-01-05,0c7b7dbac788616ab86fa2312ef7dd54,1380801362,30.726813,-88.279547,0
101739,2020-07-26 23:09:27,2222157926772399,fraud_Schoen-Quigley,kids_pets,19,Amy,Garrett,F,6014 Thomas Throughway,Trenton,TX,75490,33.4235,-96.3398,2211,"Investment banker, operational",1987-02-26,467c9e64631a426801ff2987dd226ea2,1374880167,34.351369,-95.670273,1
38713,2020-07-05 01:20:33,4.42607533708732E+018,fraud_Huels-Hahn,gas_transport,66.38,Kyle,James,M,621 Smith Hollow Apt. 738,Topeka,KS,66616,39.0645,-95.6413,163415,Clinical cytogeneticist,1975-06-25,6bd721f8d4f1ee1273f066e90ed47f24,1372987233,38.698424,-95.117762,0
180069,2020-08-23 18:32:25,4635330563105903,fraud_Conroy Ltd,shopping_pos,9.7,Christina,Rose,F,1984 Taylor Island Suite 836,Falls Church,VA,22046,38.8856,-77.1802,116155,Chartered accountant,1983-07-10,9841d6572f529053ef08268392c6f54b,1377282745,37.967092,-76.780465,0
16575,2020-06-27 03:48:35,6544734391390261,fraud_Hackett-Lueilwitz,grocery_pos,294.78,John,Myers,M,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,1982-02-08,d5ae7acabb0e7eac640e72d0e5c0528f,1372304915,41.505282,-86.715398,1
406757,2020-11-28 22:03:25,676275912597,fraud_Goodwin-Nitzsche,grocery_pos,294.9,Edward,Hensley,M,24318 Dixon Mills,Elk Rapids,MI,49629,44.8955,-85.4082,2223,Chief Financial Officer,1986-01-18,aa3f0e5db65f8a308477eb7e10893946,1385676205,44.572311,-85.497975,1
365590,2020-11-10 00:49:08,3506042666828517,"fraud_Eichmann, Bogan and Rodriguez",gas_transport,57.23,Christine,Burns,F,343 Hannah Parkway,Comfort,WV,25049,38.1372,-81.5962,630,Fine artist,1959-07-30,d8384fe77859d20c6727fa0ae0119275,1384044548,38.98298,-82.168366,0
448840,2020-12-08 03:55:56,213180742685905,fraud_Parisian and Sons,gas_transport,19.26,Kayla,Sutton,F,010 Weaver Land,Carlotta,CA,95528,40.507,-123.9743,1139,"Therapist, occupational",1951-01-15,95f1283b82bec8af64b4d5be2b6da24e,1386474956,40.930751,-123.480635,1
490221,2020-12-17 11:33:49,3596217206093829,fraud_Kuvalis Ltd,gas_transport,68.27,Sara,Ramirez,F,23843 Scott Island,Birmingham,IA,52535,40.8626,-91.9534,888,Camera operator,1988-03-25,6198c823a488cc9e39de06da2cc56895,1387280029,41.338584,-92.351875,0
511675,2020-12-21 23:57:16,2242176657877538,"fraud_Zboncak, Rowe and Murazik",shopping_net,981.22,Travis,Daniel,M,1327 Rose Causeway Apt. 610,Senatobia,MS,38668,34.6323,-89.8855,14462,Database administrator,1959-03-03,337214fb7984f4a661314d40a31f0bea,1387670236,34.526886,-88.975344,1
259908,2020-09-24 23:46:22,30270432095985,"fraud_Konopelski, Schneider and Hartmann",food_dining,114.9,Lisa,Lin,F,908 Brooks Brook,Lomax,IL,61454,40.6761,-91.0391,725,Environmental consultant,1972-11-28,e7558f0b83d76f41634597d85871af6f,1380066382,39.986709,-91.218772,1
308388,2020-10-16 08:03:03,375534208663984,fraud_Doyle Ltd,grocery_pos,107.33,Tyler,Garcia,M,408 Bradley Rest,Doe Hill,VA,24433,38.4207,-79.4629,99,Dance movement psychotherapist,1986-03-28,36f33e7b3708b486768c8bee36461783,1381910583,37.912177,-80.138866,0
364806,2020-11-09 20:02:56,375534208663984,"fraud_Bahringer, Osinski and Block",food_dining,65.57,Tyler,Garcia,M,408 Bradley Rest,Doe Hill,VA,24433,38.4207,-79.4629,99,Dance movement psychotherapist,1986-03-28,01a0d960d15491ebec72364de29bd9f6,1384027376,38.154122,-79.136088,0
